Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
19351,The Epic of Gilgamesh,Anonymous,"Anonymous, Anonymous","N.K. Sandars, John Maier, Herbert Mason, John H. Marks, Morris Jastrow Jr.",0141026286,9780141026282,0,3.75,Penguin Books Limited,Paperback,72,2006,-2000,,11/10/23,to-read,to-read (#94),to-read,,,,0,0
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,0393320979,9780393320978,3,3.5,W.W. Norton & Company,Paperback,259,2001,1000,,11/10/23,,,read,,,,1,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox",0143039954,9780143039952,0,3.83,Penguin Classics ,Paperback,541,2006,-700,,11/10/23,to-read,to-read (#93),to-read,,,,0,0
77265004,The Iliad,Homer,"Homer, Homer",Emily Wilson,1324001801,9781324001805,4,3.93,W. W. Norton & Company,Hardcover,848,2023,-800,,11/10/23,,,read,,,,1,0
4608085,Romances sans paroles,Paul Verlaine,"Verlaine, Paul",,0485147122,9780485147124,0,3.69,Athlone Press,Mass Market Paperback,106,1976,1874,,11/10/23,to-read,to-read (#92),to-read,,,,0,0
3420140,Nature,Ralph Waldo Emerson,"Emerson, Ralph Waldo",,0807015563,9780807015568,5,3.79,Beacon Press,Hardcover,160,1985,1836,,11/10/23,,,read,,,,1,0
837812,Andromaque,Jean Racine,"Racine, Jean",,2070409023,9782070409020,5,3.7,Folio,Mass Market Paperback,175,1999,1667,,11/10/23,,,read,,,,1,0
327775,The Frogs,Aristophanes,"Aristophanes, Aristophanes","Thomas Mitchell, Arthur Sidgwick, William Bedell Stanford, Benjamin Bickley Rogers, Charles William Eliot",1406936723,9781406936728,0,3.78,Hard Press,Paperback,70,2006,-405,,11/10/23,to-read,to-read (#91),to-read,,,,0,0
65345,Selected Poems of Ezra Pound,Ezra Pound,"Pound, Ezra",,0811201627,9780811201629,5,3.89,New Directions,Paperback,184,1957,1928,,11/10/23,,,read,,,,1,0
275505,Alcools,Guillaume Apollinaire,"Apollinaire, Guillaume",Donald Revell,0819512281,9780819512284,5,3.84,Wesleyan University Press,Paperback,185,1995,1913,,11/10/23,,,read,,,,1,0
1171954,Electra,Euripides,"Euripides, Euripides","Janet Lempke, George Theodorides",0195085760,9780195085761,0,3.95,Oxford University Press,Paperback,112,1994,-420,,11/10/23,to-read,to-read (#90),to-read,,,,0,0
230200,Paroles,Jacques Prévert,"Prévert, Jacques",,2070367622,9782070367627,5,4.19,Folio,Mass Market Paperback,254,1976,1946,,11/10/23,,,read,,,,1,0
304079,The Essential Rumi,Coleman Barks,"Barks, Coleman","Jalal ad-Din Muhammad ar-Rumi, John Moyne",0062509594,9780062509598,0,4.39,HarperOne,Paperback,416,2004,1273,,11/10/23,to-read,to-read (#89),to-read,,,,0,0
142080,"Collected Poems, 1909-1962",T.S. Eliot,"Eliot, T.S.",,0151189781,9780151189786,5,4.29,Ecco,Hardcover,221,1991,1963,,11/10/23,,,read,,,,1,0
133906,The Collected Poems,Langston Hughes,"Hughes, Langston",Arnold Rampersad,0679764089,9780679764083,5,4.36,Vintage Books/Random House,Paperback,736,1995,1994,,11/10/23,,,read,,,,1,0
6323089,The Pocket Emily Dickinson (Shambhala Pocket Classics),Emily Dickinson,"Dickinson, Emily",Brenda Hillman,1590307003,9781590307007,5,4.37,Shambhala,Paperback,192,2009,1995,,11/10/23,,,read,,,,1,0
423762,Arabian Love Poems: Full Arabic and English Texts,نزار قباني,"قباني, نزار","Bassam K. Frangieh, Clementina R. Brown, Nizar Qabbani",0894108816,9780894108815,5,4.3,Three Continents Press,Paperback,225,1999,1975,,11/10/23,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,0385732554,9780385732550,4,4.12,Ember,Paperback,208,2006,1993,,11/10/23,,,read,,,,1,0
6295,Howl and Other Poems,Allen Ginsberg,"Ginsberg, Allen",William Carlos Williams,0872863107,9780872863101,0,4.13,City Lights,Hardcover,56,2001,1956,,11/10/23,to-read,to-read (#88),to-read,,,,0,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,,,0,4.2,Signet,Mass Market Paperback,325,1963,1962,,11/10/23,to-read,to-read (#87),to-read,,,,0,0
400412,The Waste Land and Other Poems,T.S. Eliot,"Eliot, T.S.",,,,5,4.22,Harcourt Brace Jovanovich,Paperback,88,1958,1922,,11/10/23,,,read,,,,1,0
2078076,The Collected Poems,Sylvia Plath,"Plath, Sylvia",,,,5,4.25,Harper Perennial Modern Classics,Paperback,384,2018,1981,,11/10/23,,,read,,,,1,0
95819,The Poetry of Robert Frost,Robert Frost,"Frost, Robert","Edward Connery Lathem, Edward Connery Latham",0805005013,9780805005011,4,4.24,Henry Holt & Company,Paperback,607,1979,1969,,11/10/23,,,read,,,,1,0
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,0446365386,9780446365383,0,4.31,Warner Books,Mass Market Paperback,1037,1993,1936,,11/10/23,to-read,to-read (#86),to-read,,,,0,0
14706,"Faust, First Part",Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Peter Salm,0553213482,9780553213485,0,3.83,Bantam Classics,Paperback,327,1988,1808,,11/10/23,to-read,to-read (#85),to-read,,,,0,0
130440,Doctor Zhivago,Boris Pasternak,"Pasternak, Boris","John Bayley, Max Hayward, Manya Harari",0679774386,9780679774389,0,4.01,Pantheon,Paperback,592,1997,1957,,11/10/23,to-read,to-read (#84),to-read,,,,0,0
42641,Resurrection,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude",0735102864,9780735102866,0,4.17,Replica Books,Hardcover,562,2002,1899,,11/10/23,to-read,to-read (#83),to-read,,,,0,0
16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von","Burton Pike, R. Dillon Boylan, Elizabeth Wolff Mayer",0812969901,9780812969900,3,3.69,Modern Library,Paperback,149,2005,1774,,11/10/23,,,read,,,,1,0
249,"Tropic of Cancer (Tropic, #1)",Henry Miller,"Miller, Henry",Anaïs Nin,0802131786,9780802131782,0,3.65,Grove Press,Paperback,318,1994,1934,,11/10/23,to-read,to-read (#82),to-read,,,,0,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,0151009988,9780151009985,0,3.78,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,11/10/23,to-read,to-read (#81),to-read,,,,0,0
18864,The Rum Diary,Hunter S. Thompson,"Thompson, Hunter S.",,0684856476,9780684856476,0,3.85,Scribner / Simon & Schuster,Paperback,224,1999,1998,,11/10/23,to-read,to-read (#80),to-read,,,,0,0
7186,La dame aux camélias,Alexandre Dumas,"fils, Alexandre Dumas",David Coward,0192836382,9780192836380,0,4.05,Oxford University Press,Paperback,256,2000,1848,,11/10/23,to-read,to-read (#79),to-read,,,,0,0
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,,,3,3.79,Pan Books,Paperback,189,1957,1926,,11/10/23,,,read,,,,1,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,,,0,3.99,Scribner,Paperback,471,1995,1940,,11/10/23,to-read,to-read (#78),to-read,,,,0,0
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,0099910101,9780099910107,0,3.82,Arrow Books,Paperback,293,2004,1929,,11/10/23,to-read,to-read (#77),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,0684830493,9780684830490,0,3.81,Scribner,Hardcover,96,1996,1952,,11/10/23,to-read,to-read (#76),to-read,,,,0,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell",0192833596,9780192833594,0,3.8,Oxford University Press,Paperback,544,1998,1861,,11/10/23,to-read,to-read (#75),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,0553213695,9780553213690,0,3.9,Bantam Classics,Mass Market Paperback,201,1972,1915,,11/10/23,to-read,to-read (#74),to-read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,0060929871,9780060929879,4,3.99,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,11/10/23,,,read,,,,1,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,,,0,3.95,Harper Press,Paperback,170,2005,-500,,11/10/23,to-read,to-read (#73),to-read,,,,0,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford",,,0,3.91,Penguin Books,Paperback,1023,2003,1615,,11/10/23,to-read,to-read (#71),to-read,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal",0393970124,9780393970128,4,4.02,Norton,Paperback,488,1986,1897,,11/10/23,,,read,,,,1,0
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,0679720227,9780679720225,0,4.03,Vintage Books,Paperback,147,1991,1956,,11/10/23,to-read,to-read (#70),to-read,,,,0,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,0141439580,9780141439587,4,4.05,Penguin Books,Paperback,474,2003,1815,,11/10/23,,,read,,,,1,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin",,,0,3.98,Harcourt,Paperback,204,2002,1961,,11/10/23,to-read,to-read (#69),to-read,,,,0,0
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,0140448071,9780140448078,0,3.98,Penguin Classics,Paperback,464,2004,1842,,11/10/23,to-read,to-read (#68),to-read,,,,0,0
28382,Diary of a Madman and Other Stories,Nikolai Gogol,"Gogol, Nikolai",,0486452352,9780486452357,4,4.07,Dover Publications,Paperback,84,2006,1835,,11/10/23,,,read,,,,1,0
537094,The Overcoat,Nikolai Gogol,"Gogol, Nikolai",,1419176528,9781419176524,5,4.15,Kessinger Pub Co,Paperback,57,2004,1842,,11/10/23,,,read,,,,1,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,0140282580,9780140282580,4,4.13,Penguin,Paperback,256,1999,1927,,11/10/23,,,read,,,,1,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин",0141439661,9780141439662,0,4.09,Penguin Books,Paperback,409,2003,1811,,11/10/23,to-read,to-read (#67),to-read,,,,0,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley",0192802631,9780192802637,0,4.15,Oxford University Press,Paperback,249,2004,1817,,11/10/23,to-read,to-read (#66),to-read,,,,0,0
11987,The Myth of Sisyphus and Other Essays,Albert Camus,"Camus, Albert",Justin O'Brien,,,5,4.22,Vintage International,Paperback,212,1991,1942,,11/10/23,,,read,,,,1,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,0452284236,9780452284234,3,4.2,Plume,Paperback,368,2022,1949,,11/10/23,,,read,,,,1,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,0553803719,9780553803716,0,4.17,Bantam,Hardcover,244,2004,1951,,11/10/23,to-read,to-read (#65),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank",,,5,4.29,Penguin,Paperback,671,2002,1866,,11/10/23,,,read,,,,1,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude",,,0,4.14,Waking Lion Press,Paperback,86,2006,1886,,11/10/23,to-read,to-read (#64),to-read,,,,0,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,,,5,4.18,Roc,Paperback,297,2000,1968,,11/10/23,,,read,,,,1,0
149049,The Fountains of Paradise,Arthur C. Clarke,"Clarke, Arthur C.",,0446677949,9780446677943,0,3.95,Aspect,Paperback,332,2001,1979,,11/10/23,to-read,to-read (#63),to-read,,,,0,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude",0192833987,9780192833983,0,4.17,Oxford University Press,Paperback,1392,1998,1869,,11/10/23,to-read,to-read (#62),to-read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood",0451525264,9780451525260,4,4.21,Penguin,Mass Market Paperback,1463,1987,1862,,11/10/23,,,read,,,,1,0
9592,Mother Night,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,0385334141,9780385334143,0,4.24,Dial Press,Paperback,282,1999,1961,,11/10/23,to-read,to-read (#61),to-read,,,,0,0
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Chris     Moore,,,0,4.15,Gollancz,Paperback,224,1999,1959,,11/10/23,to-read,to-read (#60),to-read,,,,0,0
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,0385334206,9780385334204,0,4.06,Dell Publishing,Paperback,303,1999,1973,,11/10/23,to-read,to-read (#59),to-read,,,,0,0
32276,The Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,"Sagan, Carl",,0345346297,9780345346292,5,4.19,Ballantine Books,Paperback,271,1986,1977,,11/10/23,,,read,,,,0,0
1441,"On Justice, Power and Human Nature: Selections from The History of the Peloponnesian War",Thucydides,"Thucydides, Thucydides",Paul Woodruff,0872201686,9780872201682,4,3.72,"Hackett Publishing Company, Inc.",Paperback,172,1993,1874,,11/10/23,,,read,,,,0,0
36444294,Saint Augustine's Confessions,Augustine of Hippo,"Hippo, Augustine of",,1681497239,9781681497235,3,3.99,Ignatius Press,Kindle Edition,423,2017,400,,11/10/23,,,read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,1400052173,9781400052172,4,4.13,Crown Publishing Group,Hardcover,370,2010,2010,,11/10/23,,,read,,,,0,0
149696515,The Immortalist,André Gide,"Gide, André",,,,3,3.55,Vintage,Mass Market Paperback,0,1970,1902,,11/10/23,,,read,,,,0,0
106109,The 47 Ronin Story,John Allyn,"Allyn, John",,0804838275,9780804838276,3,3.72,Tuttle Pub,Paperback,224,2006,1970,,11/10/23,,,read,,,,0,0
32692,Gerald's Game,Stephen King,"King, Stephen",,0831727527,9780831727529,0,3.58,Smithmark Publishers,Hardcover,332,1994,1992,,11/10/23,to-read,to-read (#58),to-read,,,,0,0
11570,Dreamcatcher,Stephen King,"King, Stephen",,2226131906,9782226131904,3,3.66,,Paperback,688,2002,2001,,11/10/23,,,read,,,,1,0
10603,Cujo,Stephen King,"King, Stephen",,0307348245,9780307348241,3,3.8,Debolsillo,Mass Market Paperback,432,2006,1981,,11/10/23,,,read,,,,1,0
11590,’Salem’s Lot,Stephen King,"King, Stephen",,0450031063,9780450031069,3,4.1,New English Library,Paperback,483,1991,1975,,11/10/23,,,read,,,,1,0
10592,Carrie,Stephen King,"King, Stephen",,1416524304,9781416524304,3,3.99,Pocket,Mass Market Paperback,272,2005,1974,,11/10/23,,,read,,,,1,0
10614,Misery,Stephen King,"King, Stephen",,0450417395,9780450417399,0,4.23,New English Library,Paperback,370,1992,1987,,11/10/23,to-read,to-read (#57),to-read,,,,0,0
11588,"The Shining (The Shining, #1)",Stephen King,"King, Stephen",,0450040186,9780450040184,3,4.28,New English Library,Mass Market Paperback,497,1980,1977,,11/10/23,,,read,,,,0,0
24817626,Go Set a Watchman,Harper Lee,"Lee, Harper",,0062409859,9780062409850,3,3.31,HarperCollins,Hardcover,278,2015,2015,,11/10/23,,,read,,,,0,0
4708,The Beautiful and Damned,F. Scott Fitzgerald,"Fitzgerald, F. Scott","Kermit Vanderbilt, Monty",0743451503,9780743451505,0,3.73,Simon & Schuster,Mass Market Paperback,422,2002,1922,,11/10/23,to-read,to-read (#56),to-read,,,,0,0
46165,This Side of Paradise,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,0684843781,9780684843780,4,3.63,Scribner,Paperback,275,1998,1920,,11/10/23,,,read,,,,1,0
46164,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Amor Towles,,,4,3.77,Scribner,Paperback,430,1995,1934,,11/10/23,,,read,,,,1,0
3116205,The Prodigal God: Recovering the Heart of the Christian Faith,Timothy J. Keller,"Keller, Timothy J.",,0525950796,9780525950790,3,4.43,Viking,Hardcover,139,2008,2008,,11/10/23,,,read,,,,0,0
12995,"The Hamlet (The Snopes Trilogy, #1)",William Faulkner,"Faulkner, William",,0679736530,9780679736530,4,3.86,Vintage International,Paperback,409,1991,1940,,11/10/23,,,read,,,,0,0
360882,Phaedrus,Plato,"Plato, Plato","Al Anderson, Alexander Nehamas, Paul Woodruff, William Sigalis",0872202208,9780872202207,0,3.96,"Hackett Publishing Company, Inc.",Paperback,144,1995,-370,,11/10/23,to-read,to-read (#55),to-read,,,,0,0
982310,Phaedo,Plato,"Plato, Plato","David Gallop, R.D. Archer-Hind",0192839535,9780192839534,4,4.07,Oxford University Press,Paperback,144,1993,-380,,11/10/23,,,read,,,,1,0
73945,Apology,Plato,"Plato, Plato",James J. Helm,0865163480,9780865163485,0,4.19,Bolchazy-Carducci Publishers,Paperback,127,1997,-399,,11/10/23,to-read,to-read (#54),to-read,,,,0,0
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,0140449272,9780140449273,0,4.09,Penguin Books,Paperback,90,2003,-380,,11/10/23,to-read,to-read (#53),to-read,,,,0,0
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,0140449140,9780140449143,4,3.97,Penguin Classics,Paperback,416,2003,-400,,11/10/23,,,read,,,,0,0
14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,"Hanh, Thich Nhat","Dalai Lama XIV, Arnold Kotler",0553351397,9780553351392,5,4.3,Bantam,Paperback,134,1992,1992,,11/10/23,,,read,,,,0,0
33507,Twenty Thousand Leagues Under the Sea,Jules Verne,"Verne, Jules",Anthony Bonner,076072850X,9780760728505,3,3.89,Barnes & Noble,Hardcover,269,2002,1869,,11/10/23,,,read,,,,1,0
74586,I Sing the Body Electric! & Other Stories,Ray Bradbury,"Bradbury, Ray",Arne Herløv Petersen,0380789620,9780380789627,4,4.04,William Morrow Paperbacks,Paperback,336,1998,1969,,11/10/23,,,read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,0312330871,9780312330873,0,4.27,St. Martin's Griffin,Paperback,264,2004,1939,,11/10/23,to-read,to-read (#52),to-read,,,,0,0
131359,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,,,0,4.12,Bantam Books,Paperback,352,1978,1937,,11/10/23,to-read,to-read (#51),to-read,,,,0,0
7875439,A Perfect Day for Bananafish,J.D. Salinger,"Salinger, J.D.",,,,0,4.26,,,18,,1948,,11/10/23,to-read,to-read (#50),to-read,,,,0,0
1858013,The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,"Keller, Timothy J.",,0525950494,9780525950493,4,4.23,Dutton,Hardcover,293,2008,2008,,11/10/23,,,read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,1594489505,9781594489501,5,4.45,Riverhead Books,Hardcover,372,2007,2007,,11/10/23,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,159463193X,9781594631931,4,4.36,Riverhead Books,Paperback,371,2004,2003,,11/10/23,,,read,,,,0,0
101509,Nectar in a Sieve,Kamala Markandaya,"Markandaya, Kamala",,0451528239,9780451528230,3,3.69,Signet,Mass Market Paperback,186,2002,1954,,11/10/23,,,read,,,,0,0
8158820,"Urban Mindfulness: Cultivating Peace, Presence, and Purpose in the Middle of It All",Jonathan S. Kaplan,"Kaplan, Jonathan S.",,1572247495,9781572247499,3,3.32,New Harbinger Publications,Paperback,200,2010,2010,,11/10/23,,,read,,,,0,0
24605,On Wine and Hashish (Hesperus Classics),Charles Baudelaire,"Baudelaire, Charles","Andrew       Brown, Margaret Drabble",1843910179,9781843910176,0,3.87,Hesperus Press,Paperback,88,2002,1851,,11/10/23,to-read,to-read (#49),to-read,,,,0,0
62659,Profit Over People: Neoliberalism and Global Order,Noam Chomsky,"Chomsky, Noam",Robert W. McChesney,1888363827,9781888363821,0,4.03,Seven Stories Press,Paperback,175,1999,1998,,11/10/23,to-read,to-read (#48),to-read,,,,0,0
28514478,Who Rules the World? (American Empire Project),Noam Chomsky,"Chomsky, Noam",,162779381X,9781627793810,0,4.05,Metropolitan Books/Henry Holt & Co. (NYC),Hardcover,320,2016,2014,,11/10/23,to-read,to-read (#47),to-read,,,,0,0
119561,The Order of Things: An Archaeology of the Human Sciences,Michel Foucault,"Foucault, Michel",,0679753354,9780679753353,0,4.12,Vintage,Paperback,416,1994,1966,,11/10/23,to-read,to-read (#46),to-read,,,,0,0
80369,Discipline and Punish: The Birth of the Prison,Michel Foucault,"Foucault, Michel",Alan Sheridan,0679752552,9780679752554,0,4.24,Vintage,Paperback,333,1995,1975,,11/10/23,to-read,to-read (#45),to-read,,,,0,0
94578,The Gay Science: With a Prelude in Rhymes and an Appendix of Songs,Friedrich Nietzsche,"Nietzsche, Friedrich",Walter Kaufmann,0394719859,9780394719856,0,4.26,Random House,Mass Market Paperback,396,1974,1882,,11/10/23,to-read,to-read (#44),to-read,,,,0,0
2823,The Birth of Tragedy,Friedrich Nietzsche,"Nietzsche, Friedrich","Shaun Whiteside, Michael Tanner",0140433392,9780140433395,0,3.98,Penguin Classics,Paperback,121,2003,1871,,11/10/23,to-read,to-read (#43),to-read,,,,0,0
80449,On the Genealogy of Morals,Friedrich Nietzsche,"Nietzsche, Friedrich",Douglas Smith,019283617X,9780192836175,4,4.12,Oxford University Press,Paperback,208,1999,1887,,11/10/23,,,read,,,,1,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli",,,0,4.07,Penguin Books,Paperback,327,1978,1883,,11/10/23,to-read,to-read (#42),to-read,,,,0,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale",014044923X,9780140449235,0,4.03,Penguin Classics,Paperback,240,2003,1886,,11/10/23,to-read,to-read (#41),to-read,,,,0,0
17987667,The Concept of Anxiety: A Simple Psychologically Oriented Deliberation in View of the Dogmatic Problem of Hereditary Sin,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,0871407191,9780871407191,0,3.95,Liveright,Hardcover,256,2014,1844,,11/10/23,to-read,to-read (#40),to-read,,,,0,0
46973,The Seducer’s Diary,Søren Kierkegaard,"Kierkegaard, Søren","Edna Hatlestad Hong, Howard Vincent Hong, V.A. Koskenniemi",0691017379,9780691017372,0,3.57,Princeton University Press,Paperback,232,1997,1843,,11/10/23,to-read,to-read (#39),to-read,,,,0,0
24970,Either/Or: A Fragment of Life,Søren Kierkegaard,"Kierkegaard, Søren","Alastair Hannay, Victor Eremita",,,0,4.16,Penguin Classics,Paperback,633,1992,1843,,11/10/23,to-read,to-read (#38),to-read,,,,0,0
24965,Fear and Trembling,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,0143037579,9780143037576,4,4,Penguin Books,Paperback,152,2006,1843,,11/10/23,,,read,,,,1,0
92307,Being and Time,Martin Heidegger,"Heidegger, Martin",,0060638508,9780060638504,0,4.05,Harper & Row (NYC/Evanston),Hardcover,589,1962,1927,,11/10/23,to-read,to-read (#37),to-read,,,,0,0
61215384,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,,,5,4.58,William Morrow,Kindle Edition,432,2022,1955,,11/10/23,,,read,,,,1,0
61215372,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,,,5,4.5,William Morrow,Kindle Edition,448,2022,1954,,11/10/23,,,read,,,,1,0
61215351,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,,,5,4.4,William Morrow,Kindle Edition,432,2022,1954,,11/10/23,,,read,,,,1,0
479572,"Anarchy, State, and Utopia",Robert Nozick,"Nozick, Robert",,0465097200,9780465097203,4,3.75,Basic Books,Paperback,367,1974,1974,,11/10/23,,,read,,,,0,0
448836,Second Treatise of Government (Hackett Classics),John Locke,"Locke, John",C.B. MacPherson,0915144867,9780915144860,4,3.78,"Hackett Publishing Company (Indianapolis, IN)",Paperback,124,1980,1689,,11/10/23,,,read,,,,0,0
51624,Anarchism,Daniel Guérin,"Guérin, Daniel",Noam Chomsky,0853451753,9780853451754,0,3.86,Monthly Review Press,Paperback,166,1970,1965,,11/10/23,to-read,to-read (#36),to-read,,,,0,0
586995,The Loom of Language: An Approach to the Mastery of Many Languages,Frederick Bodmer,"Bodmer, Frederick",Lancelot Hogben,039330034X,9780393300345,0,4.17,W. W. Norton  Company,Paperback,720,1985,1943,,11/10/23,to-read,to-read (#35),to-read,,,,0,0
927779,Gaspard de la Nuit,Aloysius Bertrand,"Bertrand, Aloysius","T.E.D. Klein, Donald Sidney-Fryer",0974071129,9780974071121,4,3.77,Black Coat Press,Paperback,232,2004,1842,,11/10/23,,,read,,,,1,0
12618,Chomsky On Anarchism,Noam Chomsky,"Chomsky, Noam",Barry Pateman,1904859208,9781904859208,4,3.84,AK Press,Paperback,241,2005,2005,,11/10/23,,,read,,,,1,0
194805,Understanding Power: The Indispensable Chomsky,Noam Chomsky,"Chomsky, Noam","John Schoeffel, R. Mitchell",1565847032,9781565847033,5,4.41,The New Press,Paperback,416,2002,2002,,11/10/23,,,read,,,,1,0
12612,Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,"Chomsky, Noam",,0805076883,9780805076882,4,3.98,Holt Paperbacks,Paperback,304,2004,2003,,11/10/23,,,read,,,,1,0
23129811,On Palestine,Noam Chomsky,"Chomsky, Noam","Ilan Pappé, Frank Barat",1608464709,9781608464708,0,4.27,Haymarket Books,Paperback,220,2015,2015,,11/10/23,to-read,to-read (#34),to-read,,,,0,0
59012057,Bad Gays: A Homosexual History,Huw Lemmey,"Lemmey, Huw",Ben Miller,1839763272,9781839763274,0,3.56,Verso,Hardcover,357,2022,2022,,11/10/23,to-read,to-read (#33),to-read,,,,0,0
38474,Another Country,James Baldwin,"Baldwin, James",,0141186372,9780141186375,4,4.3,PENGUIN,Paperback,448,2006,1962,,11/10/23,,,read,,,,0,0
1451718,Terrorist Assemblages: Homonationalism in Queer Times,Jasbir K. Puar,"Puar, Jasbir K.",,082234114X,9780822341147,4,4.14,Duke University Press Books,Paperback,335,2007,2007,,11/10/23,,,read,,,,0,0
51151807,Design Justice: Community-Led Practices to Build the Worlds We Need,Sasha Costanza-Chock,"Costanza-Chock, Sasha",,0262043459,9780262043458,5,4.17,The MIT Press,Paperback,360,2020,2020,,11/10/23,,,read,,,,0,0
80336,Distinction: A Social Critique of the Judgement of Taste,Pierre Bourdieu,"Bourdieu, Pierre",Richard Nice,0674212770,9780674212770,4,4.16,Harvard University Press,Paperback,613,1984,1979,,11/10/23,,,read,,,,1,0
212959,Culture and Power: The Sociology of Pierre Bourdieu,David L. Swartz,"Swartz, David L.",,0226785955,9780226785950,4,4.08,University of Chicago Press,Paperback,342,1998,1998,,11/10/23,,,read,,,,1,0
